htid,year,stratum,title,reason
uc1.b3578902,1950,book,"The immortal lovers / Elizabeth Barrett and Robert Browning, a biography.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b5378714,1950,book,The immortal lovers: Elizabeth Barrett & Robert Browning; a biography.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b000678277,1969,book,The immortality of the soul in the poems of Tennyson and Browning.,book: brand name with no gun context (poet/painter/place/horse)
txu.059173024038603,1966,book,The importance of population factors in the current development of Latin America / Harley L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.c2862341,1962,book,The infrared spectra of NF₂ ; The microwave spectrum of CH₃SF₅ ; The microwave spectra of free radicals / by Marlin Dale Harmony.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015005374726,1978,book,The international relations of Eastern Europe : a guide to information sources / Robin Alison Remington.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4474997,1948,book,"The inverted mountains: canyons of the West. Contributors, Weldon F. Heald, Edwin D. McKee [and] Harold S. Colton.",book: no firearm word or gun-context brand in title
mdp.39015010341249,1948,book,"The inverted mountains: canyons of the West. Contributors, Weldon F. Heald, Edwin D. McKee [and] Harold S. Colton.",book: no firearm word or gun-context brand in title
uc1.c077821373,1947,book,"The ladies' Browning circle meets, a comedy in one act for twelve women, by Enid Crawford Pierce ...",book: brand name with no gun context (poet/painter/place/horse)
mdp.39076000859384,1978,book,"The law and public school operation / LeRoy J. Peterson, Richard A. Rossmiller, Marlin M. Volz.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008939814,1969,book,"The law and public school operation / [by] LeRoy J. Peterson, Richard A. Rossmiller [and] Marlin M. Volz.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4279475,1969,book,"The law and public school operation / [by] LeRoy J. Peterson, Richard A. Rossmiller [and] Marlin M. Volz.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b3553521,1975,book,"The letters of Robert Browning to Frederick and Nina Lehmann, 1863-1889 / edited with introd. and notes by Boyd Litzinger",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4937892,1966,book,"The life of Robert Browning, with notices of his writings,",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015009107643,1966,book,"The life of Robert Browning, with notices of his writings,",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015003720516,1980,book,The loss rate concept in safety engineering / R. L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
cub.p101293008004,1936,book,The man of the storm : a romance of Colter who discovered Yellowstone / by Ethel Hueston.,book: no firearm word or gun-context brand in title
umn.319510021036314,1936,book,The man of the storm : a romance of Colter who discovered Yellowstone.,book: no firearm word or gun-context brand in title
mdp.39076000683446,1980,book,"The managerial experience : cases, exercises, and readings / William F. Glueck, Lawrence R. Jauch, Sally Coltrin.",book: no firearm word or gun-context brand in title
mdp.39015033162630,1970,book,The manuscripts of Pauline Archange; a novel / Translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
uc1.$b114703,1970,book,The manuscripts of Pauline Archange; a novel / Translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
nyp.33433010755597,1960,book,The marlinspike sailor / by Hervey Garrett Smith.,book: no firearm word or gun-context brand in title
mdp.49015000321241,1971,book,The marlinspike sailor.,book: no firearm word or gun-context brand in title
mdp.39015003213249,1967,book,"The molecular biology of viruses : proceedings of the Symposium of the Molecular Biology of Viruses held at the University of Alberta, Canada, June 27th to 30th, 1966 in conjunction with the Faculty of Medicine of the University of Alberta. / edited by John S. Colter and William Paranchych.",book: no firearm word or gun-context brand in title
mdp.39015003393975,1967,book,"The molecular biology of viruses : proceedings of the Symposium of the Molecular Biology of Viruses held at the University of Alberta, Canada, June 27th to 30th, 1966 in conjunction with the Faculty of Medicine of the University of Alberta. / edited by John S. Colter and William Paranchych.",book: no firearm word or gun-context brand in title
uc1.b4521673,1967,book,"The molecular biology of viruses : proceedings of the Symposium of the Molecular Biology of Viruses held at the University of Alberta, Canada, June 27th to 30th, 1966 in conjunction with the Faculty of Medicine of the University of Alberta. / edited by John S. Colter and William Paranchych.",book: no firearm word or gun-context brand in title
mdp.39015006704426,1976,book,The moral context of pastoral care / Don S. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.$b116507,1938,book,"The mystery and the detective, a collection of stories, edited by Blanche Colton Williams ...",book: no firearm word or gun-context brand in title
uc1.31822012849501,1972,book,"The natural resources of Elkhorn Slough; their present and future use. Prepared by Bruce M. Browning, assisted by John A. Aplin [and others",book: brand name with no gun context (poet/painter/place/horse)
uc1.31210026475499,1972,book,"The natural resources of Elkhorn Slough; their present and future use. Prepared by Bruce M. Browning, assisted by John A. Aplin [and others",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015063851011,1934,book,"The new pioneers; the first picture of the American people, East--West--North--South, under the new deal / by James Remington McCarthy.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000873912,1972,book,The nurse in community mental health / Compiled by Edith P. Lewis and Mary H. Browning. -,book: brand name with no gun context (poet/painter/place/horse)
txu.059173004384565,1976,book,The origins and comparability of Peruvian population data : 1776-1815 / David G. Browning and David J. Robinson.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015073376702,1971,book,The outward side / James Colton.,book: no firearm word or gun-context brand in title
inu.32000004651966,1934,book,The poems and plays of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015032548425,1971,book,"The poems of Robert Browning / Selected, edited & introduced by C. Day Lewis ; illustrated with wood engravings by Peter Reddick.",book: brand name with no gun context (poet/painter/place/horse)
inu.30000117261150,1979,book,"The poems of Robert Browning / selected, edited & introduced by C. Day Lewis ; illustrated with wood engravings by Peter Reddick.",book: brand name with no gun context (poet/painter/place/horse)
mdp.49015000811548,1967,book,The poet's eye; an introduction to poetry for young people / Illustrated by Colleen Browning.,book: brand name with no gun context (poet/painter/place/horse)
pst.000006567583,1965,book,"The poetry of Robert Browning, by Ralph Ranald.",book: brand name with no gun context (poet/painter/place/horse)
inu.30000117261234,1978,book,The portrait of a lady / Henry James ; illustrations by Colleen Browning ; introduction by R.W. Stallman.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015054031870,1967,book,The portrait of a lady / Illus. by Colleen Browning. Introd. by R.W. Stallman.,book: brand name with no gun context (poet/painter/place/horse)
uc1.31210006720336,1971,book,The private correspondence of Henry Clay. Edited by Calvin Colton.,book: no firearm word or gun-context brand in title
mdp.39015004744655,1977,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,book: no firearm word or gun-context brand in title
mdp.39015072126785,1977,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,book: no firearm word or gun-context brand in title
uc1.b3868932,1977,book,The pursuit of dignity : new living alternatives for the elderly / Bert Kruger Smith.,book: no firearm word or gun-context brand in title
coo.31924091592281,1957,book,"The raccolta ; or, A manual of indulgences, prayers, and devotions enriched with indulgences in favor of all the faithful in Christ or of certain groups of persons, and now opportunely revised, edited and in part newly translated into English from the 1950 official edition ""Enchiridion indulgentiaru",book: no firearm word or gun-context brand in title
mdp.39015095008168,1960,book,The radiochemistry of mercury / J. Roesmer and P. Kruger.,book: no firearm word or gun-context brand in title
uc1.b3315096,1934,book,"The reader's Browning; selected poems, edited, with introduction, bibliography, and notes by Walter Graham.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015041086169,1972,book,"The recent paintings of Colleen Browning. Exhibition to be shown at Kennedy Galleries, New York City, Jan. 5-22, 1972; the Columbus Museum of Arts and Crafts, Columbus, Ga., Feb. 13-Mar. 5, 1972; Columbia Museum of Art, Columbia, S.C., Mar. 19-Apr. 23, 1972; the Florence Museum, Florence, S.C., Apr.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39076000518139,1977,book,The recordings of John Coltrane : a discography / by David Wild.,book: no firearm word or gun-context brand in title
pur1.32754065494357,1969,book,"The republic of Ecuador, social, intellectual and religious conditions today, by Webster E. Browning ...",book: brand name with no gun context (poet/painter/place/horse)
nnc2.ark:/13960/s2t887x9njb,1969,book,"The republic of Ecuador, social, intellectual and religious conditions today, by Webster E. Browning ...",book: brand name with no gun context (poet/painter/place/horse)
umn.31951d01736452n,1975,book,"The requirements and maintenance of environmental quality in the intensive culture of channel catfish : an annotated bibliography / John Colt, George Tchobanoglous, Brian Wong.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015024090154,1967,book,The roan colt / Illustrated by David Parry.,book: brand name with no gun context (poet/painter/place/horse)
uc1.$b1705,1964,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",book: no firearm word or gun-context brand in title
mdp.39015065420039,1964,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",book: no firearm word or gun-context brand in title
mdp.39015065420047,1964,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",book: no firearm word or gun-context brand in title
mdp.39015065420054,1964,book,"The role of the United States Employment Service in a changing economy, by William Haber and Daniel H. Kruger.",book: no firearm word or gun-context brand in title
uc1.$b676050,1969,book,The rules of the game in Paris [by] Nathan Leites. Translated by Derek Coltman. With a foreword by Raymond Aron.,book: no firearm word or gun-context brand in title
mdp.39015049909651,1969,book,The rules of the game in Paris [by] Nathan Leites. Translated by Derek Coltman. With a foreword by Raymond Aron.,book: no firearm word or gun-context brand in title
inu.39000002302532,1979,book,The salvation of the gentiles : essays on the Acts of the Apostles / Jacques Dupont ; translated by John R. Keating.,book: no firearm word or gun-context brand in title
pst.000003094303,1968,book,The scarlet thread : a group on one-act plays for young people. / Drawings by Barbara Remington.,book: brand name with no gun context (poet/painter/place/horse)
iau.31858024255303,1939,book,"The scene shifter, by Alice Du Pont Ortiz.",book: no firearm word or gun-context brand in title
uva.x000890511,1942,book,The selected poems of Robert Browning / introduction by Pierre Loving.,book: brand name with no gun context (poet/painter/place/horse)
uva.x000330349,1942,book,The selected poems of Robert Browning / introduction by Pierre Loving.,book: brand name with no gun context (poet/painter/place/horse)
uc1.31822039170147,1968,book,"The shell : five hundred million years of inspired design / by Hugh and Marguerite Stix and R. Tucker Abbott, Du Pont Chair of Malacology, Delaware Museum of Natural History ; photographs by H. Landshoff.",book: no firearm word or gun-context brand in title
iau.31858007092145,1937,book,The shorter poems of Robert Browning / edited with an introduction by William Clyde De Vane.,book: brand name with no gun context (poet/painter/place/horse)
uva.x000302004,1947,book,"The shorter poems of Robert Browning, edited with an introd. by William Clyde De Vane.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015053777457,1968,book,The song of Hiawatha / by Henry Wadsworth Longfellow ; with ill. from designs by Frederic Remington.,book: brand name with no gun context (poet/painter/place/horse)
uc1.31970006396185,1969,book,The sonnets of Robert Browning / by Benjamin Sagar,book: brand name with no gun context (poet/painter/place/horse)
uc1.$b172944,1960,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,book: no firearm word or gun-context brand in title
uc1.$b172945,1960,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,book: no firearm word or gun-context brand in title
mdp.39015011279117,1960,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,book: no firearm word or gun-context brand in title
mdp.39015011277962,1960,book,The surgery of Theodoric: ca. A.D. 1267. Translated from the Latin by Eldridge Campbell and James Colton.,book: no firearm word or gun-context brand in title
msu.31293031752946,1975,book,The tenth year / by Kaye Kruger Zahorchak.,book: no firearm word or gun-context brand in title
uva.x000221438,1967,book,The theology of the spiritual life / by Karl Rahner ; translated by Karl-H. and Boniface Kruger.,book: no firearm word or gun-context brand in title
uva.x000619575,1967,book,The theology of the spiritual life / by Karl Rahner ; translated by Karl-H. and Boniface Kruger.,book: no firearm word or gun-context brand in title
pst.000006168384,1962,book,The three bears and Goldilocks. / Edited by Nova Nestrick. Illustrated by Barbara Remington.,book: brand name with no gun context (poet/painter/place/horse)
txu.059173018310443,1965,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,book: no firearm word or gun-context brand in title
txu.059173015221675,1965,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,book: no firearm word or gun-context brand in title
uc1.32106009254126,1965,book,The tongue of the Tirilones; a linguistic study of a criminal argot / by Lurline Coltharp.,book: no firearm word or gun-context brand in title
uc1.32106000240942,1967,book,The tournament: its periods and phases [by] R. Coltman Clephan. With a pref. by Charles Ffoulkes.,book: no firearm word or gun-context brand in title
uiuc.1347713,1967,book,The tournament: its periods and phases [by] R. Coltman Clephan. With a pref. by Charles Ffoulkes.,book: no firearm word or gun-context brand in title
uc1.b4592588,1972,book,The tragi-comedy of Pen Browning (1849-1912). With an introd. by Robert Coles.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015031213419,1972,book,The tragi-comedy of Pen Browning (1849-1912). With an introd. by Robert Coles.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015031169306,1963,book,"The treasure house of early American rooms / Photos, by Gilbert Ask. Introd. by Henry Francis du Pont.",book: no firearm word or gun-context brand in title
mdp.39015007067989,1963,book,The triple soul: Browning's theory of knowledge.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b3578900,1963,book,The triple soul: Browning's theory of knowledge.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39076005352732,1975,book,The vanishing land : the corporate theft of America / Frank Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015009290589,1973,book,The variance and the unity; a study of the complementary poems of Robert Browning / [by] William E. Harrold.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924004019034,1962,book,The velocity distribution in a velocity-modulated electron beam from a shielded Pierce gun.,book: gun word is physics or a personal name
uva.x000131975,1976,book,The versification of Robert Browning / by Harlan Henthorne Hatcher.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39076006224641,1968,book,The versification of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.49015001008342,1969,book,The versification of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015046858547,1966,book,The woman with the little fox : three novellas / by Violette Leduc ; translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
uc1.$b63973,1933,book,"The woods colt, a novel of the Ozark hills, by Thames Williamson; illustrated by Raymond Bishop.",book: brand name with no gun context (poet/painter/place/horse)
uiug.30112124388437,1958,book,"The worth of a boy; report on a camp for disturbed youngsters [by] Bert Kruger Smith, with the assistance of Campbell Loughmiller. Based in part on a master's thesis by Wilbur Clarence Breining, jr.",book: no firearm word or gun-context brand in title
hvd.32044004481974,1937,book,"The year book of the golden anniversary of the Boston Browning Society, 1885-1935.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015095256676,1974,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",book: no firearm word or gun-context brand in title
uc1.b4127558,1974,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",book: no firearm word or gun-context brand in title
uc1.b3760379,1974,book,"Thermal ecology : proceedings of a symposium held at Augusta, Georgia, May 3-5, 1973 / edited by J. Whitfield Gibbons, Rebecca R. Sharitz ; sponsored by Savannah River Ecology Laboratory, University of Georgia, Savannah River Laboratory, E. I. DuPont de Nemours & Co., inc., Savannah River Operations",book: no firearm word or gun-context brand in title
mdp.39015063732658,1976,book,Three years in California / Walter Colton.,book: no firearm word or gun-context brand in title
txu.059173018131488,1976,book,Three years in California / Walter Colton.,book: no firearm word or gun-context brand in title
wu.89010821957,1978,book,Time dependent subtraction imaging using computerized fluoroscopy / by Robert Anthony Kruger.,book: no firearm word or gun-context brand in title
uc1.$b440968,1964,book,"Time's revenges; Browning's reputation as a thinker, 1889-1962.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015013444123,1964,book,"Time's revenges; Browning's reputation as a thinker, 1889-1962.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001960213,1969,book,Toward a new curriculum in physical education / [by] Marlin M. Mackenzie.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4384697,1969,book,Toward a new curriculum in physical education / [by] Marlin M. Mackenzie.,book: brand name with no gun context (poet/painter/place/horse)
umn.31951d01416151y,1979,book,Trails for Oregon : a plan for a recreation trails system / by Jack Remington and Jean Keating.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924000873038,1971,book,"Training a colt at the ""Ranch in White"", by Cal and Ruth Thompson.",book: brand name with no gun context (poet/painter/place/horse)
uc1.c3474296,1957,book,"Transfer of learning sets employing ""learning without awareness"" procedures / by Julius Marlin Sassenrath.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015011853101,1966,book,Transistor physics and circuits / [by] Marlin P. Ristenbatt [and] Robert L. Riddle.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4164615,1966,book,Transistor physics and circuits / [by] Marlin P. Ristenbatt [and] Robert L. Riddle.,book: brand name with no gun context (poet/painter/place/horse)
pst.000025073386,1969,book,Trapshooting with D. Lee Braun and the Remington pros. / Edited by Robert Campbell.,book: brand name with no gun context (poet/painter/place/horse)
wu.89038467411,1940,book,Trees and shrubs for landscape effects / by Marian Cruger Coffin.,book: no firearm word or gun-context brand in title
mdp.39015033369037,1971,book,Tristan; a novel / Translated by Derek Coltman.,book: no firearm word or gun-context brand in title
mdp.39015008538236,1968,book,Twentieth century / by Joel G. Colton and the editors of Time-Life Books.,book: no firearm word or gun-context brand in title
mdp.39015005395051,1971,book,Twenty-two unpublished letters of Elizabeth Barrett Browning and Robert Browning addressed to Henrietta and Arabella Moulton-Barrett.,book: brand name with no gun context (poet/painter/place/horse)
uva.x030800547,1945,book,"Twinkle, the baby colt,",book: brand name with no gun context (poet/painter/place/horse)
uc1.b3843784,1965,book,"Understanding mental health, a common need, a less frequent achievement. Edited by Robert L. Sutherland and Bert Kruger Smith.",book: no firearm word or gun-context brand in title
mdp.39015072181228,1965,book,"Understanding mental health, a common need, a less frequent achievement. Edited by Robert L. Sutherland and Bert Kruger Smith.",book: no firearm word or gun-context brand in title
chi.46388285,1957,book,Univac GP : generalized programming/ Remington Rand Univac.,book: brand name with no gun context (poet/painter/place/horse)
txu.059173026797911,1968,book,Urbanization and internal migration in Latin America / Harley L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.c2944680,1962,book,Urbanization in Mexico / by Harley Linwood Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008619549,1967,book,Vanishing Cornwall / Photos. by Christian Du Maurier Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4092946,1967,book,Vanishing Cornwall / Photos. by Christian Du Maurier Browning.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924004484584,1978,book,"Vapor phase epitaxial growth of GaAs / by William Marlin Evey, Jr.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015065512496,1949,book,Vectors and matrices / by Cyrus Colton MacDuffee.,book: no firearm word or gun-context brand in title
uc1.b4062781,1943,book,"Vectors and matrices, by Cyrus Colton MacDuffee.",book: no firearm word or gun-context brand in title
uc1.31822013022561,1973,book,"Versatile Yankee; the art of Jonathan Fisher, 1768-1847 [by] Alice Winchester",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008269931,1974,book,Very sure of God: religious language in the poetry of Robert Browning / [by] E. LeRoy Lawson.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4585166,1974,book,Very sure of God: religious language in the poetry of Robert Browning / [by] E. LeRoy Lawson.,book: brand name with no gun context (poet/painter/place/horse)
inu.30000104741016,1972,book,"Video cartridge, cassette, and disc player systems; proceedings of the symposium, October 7 and 8, 1971, Montreal. Stanley F. Quinn, chairman.",book: no firearm word or gun-context brand in title
wu.89010874170,1976,book,"Visions of reality : value and perspectives in the prose of Carlos Castaneda, Robert M. Prisig, Ursula K. Le Guin, James Purdy, Cyrus Colter and Sylvia Plath / by Joan Ellen Perry.",book: no firearm word or gun-context brand in title
mdp.39015034431182,1966,book,Went to Kansas / by Miriam (Davis) Colt.,book: brand name with no gun context (poet/painter/place/horse)
uva.x000378296,1953,book,"What I know about Winchester; recollections of William Greenway Russell, 1800-1891. Reprinted from the Winchester news by the Winchester-Frederick County Historical Society. Editors: Garland R. Quarles [and] Lewis N. Barton ...",book: brand name with no gun context (poet/painter/place/horse)
iau.31858024964177,1953,book,What to do when [by] Jennifer Colton [pseud.,book: no firearm word or gun-context brand in title
uc1.b4099080,1962,book,Whitey & the colt-killer.,book: brand name with no gun context (poet/painter/place/horse)
ien.35556003065067,1969,book,Why pension funds should buy common stocks [by] Colin A. Browning.,book: brand name with no gun context (poet/painter/place/horse)
wu.89100332493,1936,book,"Winchester house,/ by Anne Green.",book: brand name with no gun context (poet/painter/place/horse)
uva.x000574314,1976,book,Winterthur Museum and gardens / Henry Francis du Pont Winterthur Museum.,book: no firearm word or gun-context brand in title
hvd.32044031756927,1949,book,"Wisconsin practice methods; a lawyers ̓practical treatise and guide on what to do and how to proceed in the discharge of the various services performed by Wisconsin lawyers, with informative practice suggestions and outlines of procedure, by Marlin M Volz [and others].",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002385568,1968,book,"Wolfville yarns of Alfred Henry Lewis / Selected and edited by Rolfe and John Humphries, with an introd. by the former. Illus. of Frederic Remington.",book: brand name with no gun context (poet/painter/place/horse)
osu.32435024382368,1953,book,"Woodchuck Cave, a Basketmaker II site in Tsegi Canyon, Arizona, by H. Claiborne Lockett and Lyndon L. Hargrave. Edited by Harold S. Colton and Robert C. Euler.",book: no firearm word or gun-context brand in title
uc1.b4625643,1968,book,"Wordsworth, Tennyson, and Browning; a study in human freedom, by Solomon F. Gingerich.",book: brand name with no gun context (poet/painter/place/horse)
pst.000028592037,1968,book,"Wordsworth, Tennyson, and Browning; a study in human freedom, by Solomon F. Gingerich.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4098531,1965,book,Worth fighting for; a history of the Negro in the United States during the Civil War and Reconstruction [by] Agnes McCarthy and Lawrence Reddick. Illustrated by Colleen Browning.,book: brand name with no gun context (poet/painter/place/horse)
uiug.30112129280431,1947,serial,"Accommodations for hunters / compiled by Tourist Division, State Department of Commerce.",serial: off-topic title (bare 'hunting' match)
uiug.30112129280449,1948,serial,"Accommodations for hunters / compiled by Tourist Division, State Department of Commerce.",serial: off-topic title (bare 'hunting' match)
uiug.30112122579102,1978,serial,Archery deer hunting information.,serial: off-topic title (bare 'hunting' match)
osu.32435030908727,1954,serial,"Campground guide for tent or trailer tourists, fishermen, hunters, etc.",serial: off-topic title (bare 'hunting' match)
uiug.30112107767516,1940,serial,"Compilation of laws affecting hunting, fishing and trapping; dealing in furs; and taxidemy / compiled under direction of ... Game and Fish Commissioner.",serial: off-topic title (bare 'hunting' match)
uiug.30112107767508,1942,serial,"Compilation of laws affecting hunting, fishing and trapping; dealing in furs; and taxidemy / compiled under direction of ... Game and Fish Commissioner.",serial: off-topic title (bare 'hunting' match)
coo.31924053805523,1959,serial,Field and stream.,serial: duplicate library copy (same title/year/enumeration)
inu.30000048861862,1980,serial,Indiana ... hunting and trapping regulations.,serial: off-topic title (bare 'hunting' match)
mdp.39015014104536,1931,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
uc1.b4332603,1931,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
chi.77578319,1931,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
mdp.39015014104528,1932,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
uc1.b4332604,1932,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
chi.77578371,1932,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
mdp.39015014104510,1933,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
chi.77578439,1933,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
mdp.39015014104502,1934,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
chi.77578491,1934,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
mdp.39015014104494,1935,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
chi.77578559,1935,serial,Journal of the outdoor life.,serial: off-topic title (bare 'hunting' match)
uma.ark:/13960/t6tx4n09x,1978,serial,"Manual for the issuance of sporting, hunting, fishing and trapping licenses for the year ..",serial: off-topic title (bare 'hunting' match)
umn.31951d009559796,1980,serial,"Status of wildlife populations, fall ... and ... hunting and trapping harvest statistics.",serial: off-topic title (bare 'hunting' match)
mdp.39015071311172,1974,serial,Suburban Detroit's home hunters guide.,serial: off-topic title (bare 'hunting' match)
mdp.39015071311164,1976,serial,Suburban Detroit's home hunters guide.,serial: off-topic title (bare 'hunting' match)
mdp.39015071311156,1977,serial,Suburban Detroit's home hunters guide.,serial: off-topic title (bare 'hunting' match)
nyp.33433000725915,1932,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725949,1932,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725923,1932,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725931,1933,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725956,1934,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725964,1934,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725972,1935,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725980,1936,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
nyp.33433000725998,1937,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",serial: off-topic title (bare 'hunting' match)
